cell_id,cell_type,CEACAM5,CST1
cell_182,Malignant Ductal,2.577031121073277,0.10072010650726443
cell_183,Malignant Ductal,3.3958303302880615,0.1727562396205042
cell_184,Malignant Ductal,3.3901027132933717,0.0639061923664635
cell_185,Malignant Ductal,2.526037059744532,0.09819137110810744
cell_186,Malignant Ductal,3.812198556753943,0.10975591202938723
cell_187,Malignant Ductal,3.220873981033429,0.05448859158637298
cell_188,Malignant Ductal,2.322024585794436,0.03674223914328463
cell_189,Malignant Ductal,3.163190801710729,0.07643209965361998
cell_190,Malignant Ductal,2.337268711385776,0.07733228504911985
cell_191,Malignant Ductal,2.7792529059799174,0.17836673966015423
cell_192,Malignant Ductal,3.2148469713909975,0.1524399093862081
cell_193,Malignant Ductal,1.73476307123423,0.06197623507865938
cell_194,Malignant Ductal,4.048278824326274,0.09053599593682553
cell_195,Malignant Ductal,5.326670629235846,0.1584601975109916
cell_196,Malignant Ductal,3.286569212273543,0.08726301166751795
cell_197,Malignant Ductal,3.837955505191839,0.140641284543623
cell_198,Malignant Ductal,3.8025209393010146,0.1471399173656509
cell_199,Malignant Ductal,1.78254551632245,0.10238831992221183
cell_200,Malignant Ductal,1.9931695796709634,0.08196886577342917
cell_201,Malignant Ductal,1.7723096807016545,0.08066775674888071
cell_202,Malignant Ductal,1.9380118178060972,0.0979254338969584
cell_203,Malignant Ductal,2.8102760966210454,0.14847348417658787
cell_204,Malignant Ductal,3.1277616572493914,0.17605886915218977
cell_205,Malignant Ductal,3.3650957640866364,0.09062977909074692
cell_206,Malignant Ductal,4.202540081163332,0.00936743779076582
cell_207,Malignant Ductal,3.101370163780924,0.03688519424924075
cell_208,Malignant Ductal,4.0096932695504695,0.1043372311881297
cell_209,Malignant Ductal,3.5557892148155426,0.1235507000354922
cell_210,Malignant Ductal,3.1400377450995376,0.11159728107914192
cell_211,Malignant Ductal,1.2212290420896705,0.05266834360404864
cell_212,Malignant Ductal,3.3083520926132146,0.0
cell_213,Malignant Ductal,3.075234748824986,0.13242681678984725
cell_214,Malignant Ductal,3.430640395724948,0.11837686868346779
cell_215,Malignant Ductal,2.13408573574116,0.12085480212300134
cell_216,Malignant Ductal,3.1421169399976714,0.014698718899221076
cell_217,Malignant Ductal,1.9498288604899223,0.10088558580564401
cell_218,Malignant Ductal,2.917280144808544,0.1476679637803395
cell_219,Malignant Ductal,3.983406702828588,0.08841878832072841
cell_220,Malignant Ductal,1.7794157464463882,0.13009554109070293
cell_221,Malignant Ductal,3.4924484647642897,0.055497888205663315
cell_222,Malignant Ductal,1.8994794580709635,0.015228429515486808
cell_223,Malignant Ductal,3.5540782478467805,0.11916183863548725
cell_224,Malignant Ductal,2.991518504162119,0.020852208790713048
cell_225,Malignant Ductal,4.06768566165513,0.13082336282116344
cell_226,Malignant Ductal,4.292593926011931,0.08982339848936208
cell_227,Malignant Ductal,2.955821522995999,0.09850058005235492
cell_228,Malignant Ductal,3.6315271624102676,0.13838316480563387
cell_229,Malignant Ductal,2.4673488331885887,0.04855598198690482
cell_230,Malignant Ductal,2.159339593555911,0.12818807294145626
cell_231,Malignant Ductal,2.6875504653341586,0.14732735980139902
cell_232,Malignant Ductal,3.552100092835721,0.17847386557377062
cell_233,Malignant Ductal,3.0531022780596526,0.026213045262519163
cell_234,Malignant Ductal,2.3292033593804287,0.07714902219710446
cell_235,Malignant Ductal,1.7390633053569204,0.02647800558466794
cell_236,Malignant Ductal,3.5181276407989905,0.06238144523880829
cell_237,Malignant Ductal,4.743806361200331,0.10136497073707114
cell_238,Malignant Ductal,2.9688605442547833,0.08926421562489256
cell_239,Malignant Ductal,3.155154611661086,0.13509321169783883
cell_240,Malignant Ductal,4.177123773380091,0.15310848129301985
cell_241,Malignant Ductal,2.8740923802084004,0.08928931025255059
cell_242,Malignant Ductal,3.2254057246524748,0.17549692287561452
cell_243,Malignant Ductal,3.024270461416925,0.13288371762300275
cell_244,Malignant Ductal,3.4749161384688922,0.14497870537458593
cell_245,Malignant Ductal,4.004836873291544,0.09897415638135548
cell_246,Malignant Ductal,2.5585350391762693,0.07218856049250823
cell_247,Malignant Ductal,3.9719035667799583,0.03850346184057743
cell_248,Malignant Ductal,0.9378073317856833,0.048527008951577216
cell_249,Malignant Ductal,0.6617246889038126,0.1476589061499629
cell_250,Malignant Ductal,3.7383901914173263,0.049189978689886296
cell_251,Malignant Ductal,3.198976885090627,0.07706322979232003
cell_252,Malignant Ductal,3.8614135678915065,0.028507312280334
cell_253,Malignant Ductal,2.226439640637774,0.0490080069183641
cell_254,Malignant Ductal,3.925869287051176,0.12311871291913255
cell_255,Malignant Ductal,3.066220715805631,0.15541990705690034
cell_256,Malignant Ductal,3.066641830999795,0.0544037373650176
cell_257,Malignant Ductal,3.2433437290017686,0.12853270485735407
cell_258,Malignant Ductal,2.661989527020119,0.14366931114893544
cell_259,Malignant Ductal,3.941556349036635,0.05395910832493648
cell_260,Malignant Ductal,2.1081094845592236,0.19889639059829123
cell_261,Malignant Ductal,3.0821523988706874,0.022501828638841072
cell_262,Malignant Ductal,1.7417859952644779,0.10520317292156035
cell_263,Malignant Ductal,3.021878493635927,0.1482490565976428
cell_264,Malignant Ductal,4.245186371587699,0.14810608030090244
cell_265,Malignant Ductal,3.3610268185308243,0.06343837360711581
cell_266,Malignant Ductal,2.8676967824926365,0.018502513334367744
cell_267,Malignant Ductal,3.586170065566694,0.0783807511273031
cell_268,Malignant Ductal,3.7431393852916357,0.14136805859196344
cell_269,Malignant Ductal,2.4587590991703823,0.11211187915203534
cell_270,Malignant Ductal,4.135029578315327,0.09924932758423151
cell_271,Malignant Ductal,3.0010333450333824,0.08446608535333666
cell_272,Malignant Ductal,4.197532364501074,0.10203078989684833
cell_273,Malignant Ductal,2.5464708570706276,0.20200378346023326
cell_274,Malignant Ductal,2.5542671785577413,0.10592013075806626
cell_275,Malignant Ductal,2.827694813440885,0.08775113562085886
cell_276,Malignant Ductal,1.5495840487571397,0.19750418868916703
cell_277,Malignant Ductal,4.084694174916692,0.07106364593606203
cell_278,Malignant Ductal,3.8409556497725124,0.11040861838483897
cell_279,Malignant Ductal,2.936789879829033,0.0
cell_280,Malignant Ductal,4.219077026500826,0.044657024826725435
cell_281,Malignant Ductal,1.943595760794467,0.13968619303344898
cell_282,Malignant Ductal,2.568884538326188,0.07380867620882425
cell_283,Malignant Ductal,5.2966494110476,0.07855724826562721
cell_284,Malignant Ductal,3.748040547164232,0.1393262785673145
cell_285,Malignant Ductal,3.3424151305753003,0.11749022304206123
cell_286,Malignant Ductal,3.1540864227851295,0.04433432319089277
cell_287,Malignant Ductal,2.5463502387044903,0.2132504403606502
cell_288,Malignant Ductal,3.8955840066050276,0.08829415930589904
cell_289,Malignant Ductal,2.6633097956802123,0.0538399300432987
cell_290,Malignant Ductal,2.9077040380482773,0.11571920535755734
cell_291,Malignant Ductal,3.476189467736892,0.11317898461313833
cell_292,Malignant Ductal,3.463742349053675,0.08273529857067342
cell_293,Malignant Ductal,2.2083767429727246,0.0
cell_294,Malignant Ductal,3.418682570746929,0.11973817044461402
cell_295,Malignant Ductal,4.312623450765741,0.13042732126996334
cell_296,Malignant Ductal,4.311159278397381,0.07468996585013372
cell_297,Malignant Ductal,2.7076799271157697,0.14551211396936825
cell_298,Malignant Ductal,3.3421376532945515,0.09475497969992851
cell_299,Malignant Ductal,2.5495306613359197,0.13237968739834244
cell_300,Cancer-Associated Fibroblasts,0.219989503710416,0.24674632255902704
cell_301,Cancer-Associated Fibroblasts,0.17827473083105763,0.16601656077056584
cell_302,Cancer-Associated Fibroblasts,0.1648411464598483,0.2969527319450668
cell_303,Cancer-Associated Fibroblasts,0.15927413512192456,0.25706149379959
cell_304,Cancer-Associated Fibroblasts,0.17360968496991838,0.04283768029167994
cell_305,Cancer-Associated Fibroblasts,0.23677478012454553,0.17921186480325027
cell_306,Cancer-Associated Fibroblasts,0.19200444415099358,0.2112931606021106
cell_307,Cancer-Associated Fibroblasts,0.23668732182290075,0.21364625697366432
cell_308,Cancer-Associated Fibroblasts,0.231972371919119,0.1631866107753618
cell_309,Cancer-Associated Fibroblasts,0.17688012952607118,0.1129110016001232
cell_310,Cancer-Associated Fibroblasts,0.20370299372579986,0.19313419661922332
cell_311,Cancer-Associated Fibroblasts,0.25523309263282223,0.1944658412382247
cell_312,Cancer-Associated Fibroblasts,0.21529317350363664,0.27215980240898646
cell_313,Cancer-Associated Fibroblasts,0.17408214330185365,0.12889602820972604
cell_314,Cancer-Associated Fibroblasts,0.17725584407569336,0.2871954051293901
cell_315,Cancer-Associated Fibroblasts,0.18290902385833488,0.17980653876310818
cell_316,Cancer-Associated Fibroblasts,0.15782359747448205,0.2628274294720214
cell_317,Cancer-Associated Fibroblasts,0.22551043289641354,0.24659630654640718
cell_318,Cancer-Associated Fibroblasts,0.2379695068238712,0.2447140666706241
cell_319,Cancer-Associated Fibroblasts,0.18087852810054428,0.19785636774914708
cell_320,Cancer-Associated Fibroblasts,0.25899962285604033,0.10068832005534188
cell_321,Cancer-Associated Fibroblasts,0.18891596035956212,0.2287575215309817
cell_322,Cancer-Associated Fibroblasts,0.2709439839972128,0.13460082820452451
cell_323,Cancer-Associated Fibroblasts,0.271691091431433,0.11962628868935304
cell_324,Cancer-Associated Fibroblasts,0.1636895425998212,0.1631796134813107
cell_325,Cancer-Associated Fibroblasts,0.2900574445957918,0.2391519022753224
cell_326,Cancer-Associated Fibroblasts,0.22207491985859643,0.22876537530927085
cell_327,Cancer-Associated Fibroblasts,0.213008207545264,0.16134804171652628
cell_328,Cancer-Associated Fibroblasts,0.1498950357960183,0.2260901336759352
cell_329,Cancer-Associated Fibroblasts,0.1968365615464304,0.26501599913754953
cell_330,Cancer-Associated Fibroblasts,0.20104259506687458,0.2519276426156845
cell_331,Cancer-Associated Fibroblasts,0.2116145952748765,0.19581327783177155
cell_332,Cancer-Associated Fibroblasts,0.3021066118948397,0.18520332271460602
cell_333,Cancer-Associated Fibroblasts,0.167639318434689,0.270348009990746
cell_334,Cancer-Associated Fibroblasts,0.1914206938421297,0.26577131595341674
cell_335,Cancer-Associated Fibroblasts,0.19878343131592327,0.23185264546180706
cell_336,Cancer-Associated Fibroblasts,0.18678959927512345,0.20102567473234342
cell_337,Cancer-Associated Fibroblasts,0.1882930670397749,0.2577965737997414
cell_338,Cancer-Associated Fibroblasts,0.20465177690066708,0.23551842534839568
cell_339,Cancer-Associated Fibroblasts,0.1758008620991969,0.26302647837673576
cell_340,Cancer-Associated Fibroblasts,0.2170215790247994,0.2402117832716
cell_341,Cancer-Associated Fibroblasts,0.23869800474813552,0.220853883036758
cell_342,Cancer-Associated Fibroblasts,0.22529739608422078,0.2968728595303242
cell_343,Cancer-Associated Fibroblasts,0.1814411023368392,0.2173866671898932
cell_344,Cancer-Associated Fibroblasts,0.21447766033225496,0.08870501356581839
cell_345,Cancer-Associated Fibroblasts,0.1773399502420914,0.16432342997346938
cell_346,Cancer-Associated Fibroblasts,0.18252528989036146,0.18173054277668405
cell_347,Cancer-Associated Fibroblasts,0.20808016547911054,0.15357476492853148
cell_348,Cancer-Associated Fibroblasts,0.26628378615462617,0.21092708591078213
cell_349,Cancer-Associated Fibroblasts,0.19680154673344366,0.29133461642890845
cell_350,Cancer-Associated Fibroblasts,0.1569960695328557,0.20789292199183396
cell_351,Cancer-Associated Fibroblasts,0.12198527367670385,0.10651075859044859
cell_352,Cancer-Associated Fibroblasts,0.2129043112976756,0.19845010564654217
cell_353,Cancer-Associated Fibroblasts,0.16984322439440738,0.17037955717617748
cell_354,Cancer-Associated Fibroblasts,0.2634115865219069,0.1466621499596824
cell_355,Cancer-Associated Fibroblasts,0.1373160744799702,0.17192981456835763
cell_356,Cancer-Associated Fibroblasts,0.2505783915403913,0.10520438685955531
cell_357,Cancer-Associated Fibroblasts,0.1258390673718147,0.09679815762880883
cell_358,Cancer-Associated Fibroblasts,0.22593493810788354,0.2526654011222557
cell_359,Cancer-Associated Fibroblasts,0.23483305699490867,0.17561165926242184
cell_360,Cancer-Associated Fibroblasts,0.16520656067475822,0.19603623560025996
cell_361,Cancer-Associated Fibroblasts,0.2232224644609761,0.20949847049161263
cell_362,Cancer-Associated Fibroblasts,0.19885597834487673,0.2041683536209075
cell_363,Cancer-Associated Fibroblasts,0.1874158751401796,0.1378078265498282
cell_364,Cancer-Associated Fibroblasts,0.1857265961260733,0.2766710506268088
cell_365,Cancer-Associated Fibroblasts,0.18441658646004438,0.10616022087180121
cell_366,Cancer-Associated Fibroblasts,0.22650147003472176,0.17655370238891355
cell_367,Cancer-Associated Fibroblasts,0.166748208976884,0.17199311917377028
cell_368,Cancer-Associated Fibroblasts,0.13234625136964362,0.1333647882439743
cell_369,Cancer-Associated Fibroblasts,0.14586942221283755,0.20369875559204578
cell_370,Cancer-Associated Fibroblasts,0.19495793816603074,0.13267278943394656
cell_371,Cancer-Associated Fibroblasts,0.2462555004127076,0.2455259485580486
cell_372,Cancer-Associated Fibroblasts,0.19711689945970656,0.2356377451653803
cell_373,Cancer-Associated Fibroblasts,0.11770584980512633,0.14742375263412189
cell_374,Cancer-Associated Fibroblasts,0.20681378060066039,0.19745166800342523
cell_375,Cancer-Associated Fibroblasts,0.1623196568066514,0.21265423570219835
cell_376,Cancer-Associated Fibroblasts,0.1804929659935624,0.20211197090776073
cell_377,Cancer-Associated Fibroblasts,0.1619232456078455,0.2465698388989844
cell_378,Cancer-Associated Fibroblasts,0.17653570003742147,0.15413241306090525
cell_379,Cancer-Associated Fibroblasts,0.32290788829084643,0.18117626619148855
cell_380,Cancer-Associated Fibroblasts,0.175082425926318,0.1657225637111246
cell_381,Cancer-Associated Fibroblasts,0.21839432034144446,0.2569091150615946
cell_382,Cancer-Associated Fibroblasts,0.2029885333854552,0.25411878292008905
cell_383,Cancer-Associated Fibroblasts,0.15120149726460824,0.254459634274674
cell_384,Cancer-Associated Fibroblasts,0.1409618133878563,0.22702515939748133
cell_385,Cancer-Associated Fibroblasts,0.1426912870145955,0.247805151750698
cell_386,Cancer-Associated Fibroblasts,0.19807304623910174,0.17918922386341055
cell_387,Cancer-Associated Fibroblasts,0.16391454092362817,0.2367390943482818
cell_388,Cancer-Associated Fibroblasts,0.23590478845731613,0.2695304935623637
cell_389,Cancer-Associated Fibroblasts,0.14538641872424288,0.3488194708470992
cell_390,Cancer-Associated Fibroblasts,0.1881662627267647,0.07769856706055185
cell_391,Cancer-Associated Fibroblasts,0.18709157298676232,0.1946974135699868
cell_392,Cancer-Associated Fibroblasts,0.22975494294176937,0.22923262548784468
cell_393,Cancer-Associated Fibroblasts,0.14009968518374802,0.1688128553191099
cell_394,Cancer-Associated Fibroblasts,0.21546493768743682,0.16812891885742093
cell_395,Cancer-Associated Fibroblasts,0.20227809409024314,0.19436614225342483
cell_396,Cancer-Associated Fibroblasts,0.22037461547477122,0.174860307148047
cell_397,Cancer-Associated Fibroblasts,0.20523140897607384,0.22561486066668135
cell_398,Cancer-Associated Fibroblasts,0.12885694951955654,0.2535525195905292
cell_399,Cancer-Associated Fibroblasts,0.18386066646337706,0.20107005200478936
cell_400,Cancer-Associated Fibroblasts,0.1695474896832417,0.11866428663859063
cell_401,Cancer-Associated Fibroblasts,0.20527885874003274,0.18809207894995905
cell_402,Cancer-Associated Fibroblasts,0.2577192362546112,0.16682237019515295
cell_403,Cancer-Associated Fibroblasts,0.22138117203907245,0.21010986002277218
cell_404,Cancer-Associated Fibroblasts,0.17113612495567643,0.16965800960400163
cell_405,Cancer-Associated Fibroblasts,0.24113649295623607,0.22608470699814662
cell_406,Cancer-Associated Fibroblasts,0.14204125997046474,0.15571951312778654
cell_407,Cancer-Associated Fibroblasts,0.24598468600344608,0.22916471116206197
cell_408,Cancer-Associated Fibroblasts,0.22421559404110775,0.2394360180002439
cell_409,Cancer-Associated Fibroblasts,0.22491417016993207,0.2304434145874787
cell_410,Cancer-Associated Fibroblasts,0.19351010082380465,0.16563510263452197
cell_411,Cancer-Associated Fibroblasts,0.15036747606023423,0.24703441747543206
cell_412,Cancer-Associated Fibroblasts,0.17429374936519437,0.25613954962752117
cell_413,Cancer-Associated Fibroblasts,0.20577180724660543,0.1986368206296744
cell_414,Cancer-Associated Fibroblasts,0.2618787677363928,0.23421931882934566
cell_415,Cancer-Associated Fibroblasts,0.15021016931471007,0.23933222418852174
cell_416,Cancer-Associated Fibroblasts,0.1177374682834077,0.3570783489461789
